file_name,1_channel,1_sigma
0006R0_f03360.png,Gray,25
0006R0_f03390.png,Color,3
0006R0_f03420.png,Color,27
0006R0_f03450.png,Color,5
0006R0_f03480.png,Color,30
0006R0_f03510.png,Color,3
0006R0_f03540.png,Color,2
0006R0_f03570.png,Gray,21
0006R0_f03600.png,Color,22
0006R0_f03630.png,Color,24
0006R0_f03660.png,Gray,23
0006R0_f03690.png,Color,29
0006R0_f03720.png,Gray,15
0006R0_f03750.png,Color,16
0006R0_f03780.png,Gray,14
0006R0_f03810.png,Color,29
0006R0_f03840.png,Gray,12
0006R0_f03870.png,Gray,24
0006R0_f03900.png,Color,15
0006R0_f03930.png,Color,10
0016E5_00390.png,Color,25
0016E5_00420.png,Gray,8
0016E5_00450.png,Color,5
0016E5_00480.png,Color,17
0016E5_00510.png,Color,13
0016E5_00540.png,Color,10
0016E5_00570.png,Gray,7
0016E5_00600.png,Color,20
0016E5_00630.png,Gray,13
0016E5_00660.png,Gray,8
0016E5_00690.png,Color,29
0016E5_00720.png,Color,23
0016E5_00750.png,Color,10
0016E5_00780.png,Color,27
0016E5_00810.png,Gray,10
0016E5_00840.png,Color,23
0016E5_00870.png,Gray,28
0016E5_00901.png,Color,20
0016E5_00930.png,Gray,26
0016E5_00960.png,Gray,23
0016E5_00990.png,Gray,3
0016E5_01020.png,Gray,19
0016E5_01050.png,Gray,5
0016E5_01080.png,Color,27
0016E5_01110.png,Gray,19
0016E5_01140.png,Gray,2
0016E5_01170.png,Color,8
0016E5_01200.png,Gray,22
0016E5_01230.png,Color,28
0016E5_01260.png,Color,5
0016E5_01290.png,Gray,22
0016E5_01320.png,Gray,24
0016E5_01350.png,Color,27
0016E5_01380.png,Color,1
0016E5_01410.png,Color,29
0016E5_01440.png,Color,23
0016E5_01470.png,Color,5
0016E5_01500.png,Color,22
0016E5_01530.png,Color,27
0016E5_01560.png,Color,18
0016E5_01590.png,Gray,8
0016E5_01620.png,Color,18
0016E5_01650.png,Color,20
0016E5_01680.png,Gray,10
0016E5_01710.png,Color,26
0016E5_01740.png,Color,26
0016E5_01770.png,Color,24
0016E5_01800.png,Color,29
0016E5_01830.png,Gray,18
0016E5_01860.png,Color,18
0016E5_01890.png,Color,22
0016E5_01920.png,Color,8
0016E5_01950.png,Color,8
0016E5_01980.png,Color,9
0016E5_02010.png,Color,26
0016E5_02040.png,Gray,11
0016E5_02070.png,Gray,11
0016E5_02100.png,Color,17
0016E5_02130.png,Color,15
0016E5_02160.png,Gray,7
0016E5_02190.png,Color,11
0016E5_02220.png,Color,8
0016E5_02250.png,Color,3
0016E5_02280.png,Color,14
0016E5_02310.png,Gray,5
0016E5_02340.png,Gray,14
0016E5_02370.png,Gray,5
0016E5_02400.png,Color,24
0016E5_04350.png,Gray,24
0016E5_04380.png,Gray,14
0016E5_04410.png,Color,8
0016E5_04440.png,Gray,20
0016E5_04470.png,Color,7
0016E5_04500.png,Gray,10
0016E5_04530.png,Color,25
0016E5_04560.png,Gray,20
0016E5_04590.png,Gray,19
0016E5_04620.png,Gray,12
0016E5_04650.png,Color,28
0016E5_04680.png,Color,23
0016E5_04710.png,Color,23
0016E5_04740.png,Gray,24
0016E5_04770.png,Color,26
0016E5_04800.png,Color,9
0016E5_04830.png,Gray,25
0016E5_04860.png,Color,26
0016E5_04890.png,Color,19
0016E5_04920.png,Gray,3
0016E5_04950.png,Color,5
0016E5_04980.png,Color,27
0016E5_05010.png,Color,10
0016E5_05040.png,Gray,2
0016E5_05070.png,Color,25
0016E5_05100.png,Gray,25
0016E5_05130.png,Color,2
0016E5_05160.png,Gray,14
0016E5_05190.png,Color,21
0016E5_05220.png,Gray,9
0016E5_05250.png,Gray,10
0016E5_05280.png,Gray,3
0016E5_05310.png,Color,18
0016E5_05340.png,Gray,19
0016E5_05370.png,Color,28
0016E5_05400.png,Gray,27
0016E5_05430.png,Gray,1
0016E5_05460.png,Color,6
0016E5_05490.png,Color,15
0016E5_05520.png,Gray,20
0016E5_05550.png,Gray,11
0016E5_05580.png,Color,24
0016E5_05610.png,Gray,16
0016E5_05640.png,Color,20
0016E5_05670.png,Color,13
0016E5_05700.png,Color,22
0016E5_05730.png,Gray,4
0016E5_05760.png,Color,16
0016E5_05790.png,Color,3
0016E5_05820.png,Color,14
0016E5_05850.png,Gray,29
0016E5_05880.png,Color,17
0016E5_05910.png,Color,5
0016E5_05940.png,Color,13
0016E5_05970.png,Gray,10
0016E5_06000.png,Gray,24
0016E5_06030.png,Color,26
0016E5_06060.png,Color,1
0016E5_06090.png,Color,19
0016E5_06120.png,Gray,1
0016E5_06150.png,Color,21
0016E5_06180.png,Gray,15
0016E5_06210.png,Gray,6
0016E5_06240.png,Color,14
0016E5_06270.png,Gray,4
0016E5_06300.png,Color,21
0016E5_06330.png,Color,24
0016E5_06360.png,Color,25
0016E5_06390.png,Gray,3
0016E5_06420.png,Color,13
0016E5_06450.png,Color,22
0016E5_06480.png,Color,5
0016E5_06510.png,Color,21
0016E5_06540.png,Color,16
0016E5_06570.png,Color,9
0016E5_06600.png,Color,14
0016E5_06630.png,Color,2
0016E5_06660.png,Gray,29
0016E5_06690.png,Color,27
0016E5_06720.png,Color,17
0016E5_06750.png,Color,3
0016E5_06780.png,Color,13
0016E5_06810.png,Color,17
0016E5_06840.png,Color,16
0016E5_06870.png,Color,21
0016E5_06900.png,Color,6
0016E5_06930.png,Color,16
0016E5_06960.png,Color,8
0016E5_06990.png,Color,17
0016E5_07020.png,Gray,26
0016E5_07050.png,Gray,11
0016E5_07080.png,Color,10
0016E5_07110.png,Color,24
0016E5_07140.png,Gray,28
0016E5_07170.png,Gray,24
0016E5_07200.png,Color,8
0016E5_07230.png,Color,16
0016E5_07260.png,Color,15
0016E5_07290.png,Color,29
0016E5_07320.png,Color,11
0016E5_07350.png,Gray,12
0016E5_07380.png,Gray,4
0016E5_07410.png,Color,2
0016E5_07440.png,Color,24
0016E5_07470.png,Color,20
0016E5_07500.png,Gray,13
0016E5_07530.png,Color,22
0016E5_07560.png,Gray,28
0016E5_07590.png,Gray,26
0016E5_07620.png,Color,23
0016E5_07650.png,Gray,14
0016E5_07680.png,Gray,5
0016E5_07710.png,Gray,21
0016E5_07740.png,Color,5
0016E5_07770.png,Gray,4
0016E5_07800.png,Color,27
0016E5_07830.png,Gray,12
0016E5_07860.png,Color,9
0016E5_07890.png,Gray,17
0016E5_07920.png,Gray,8
0016E5_07959.png,Gray,9
0016E5_07961.png,Gray,30
0016E5_07963.png,Gray,2
0016E5_07965.png,Color,22
0016E5_07967.png,Color,9
0016E5_07969.png,Color,11
0016E5_07971.png,Gray,17
0016E5_07973.png,Gray,9
0016E5_07975.png,Gray,29
0016E5_07977.png,Color,12
0016E5_07979.png,Color,3
0016E5_07981.png,Color,24
0016E5_07983.png,Color,8
0016E5_07985.png,Gray,1
0016E5_07987.png,Color,6
0016E5_07989.png,Color,5
0016E5_07991.png,Gray,9
0016E5_07993.png,Gray,5
0016E5_07995.png,Gray,4
0016E5_07997.png,Gray,5
0016E5_07999.png,Color,19
0016E5_08001.png,Color,17
0016E5_08003.png,Gray,13
0016E5_08005.png,Gray,17
0016E5_08007.png,Color,23
0016E5_08009.png,Gray,5
0016E5_08011.png,Color,18
0016E5_08013.png,Gray,14
0016E5_08015.png,Color,15
0016E5_08017.png,Color,16
0016E5_08019.png,Gray,14
0016E5_08021.png,Gray,28
0016E5_08023.png,Color,15
0016E5_08025.png,Color,5
0016E5_08027.png,Color,2
0016E5_08029.png,Gray,21
0016E5_08031.png,Gray,23
0016E5_08033.png,Gray,10
0016E5_08035.png,Gray,8
0016E5_08037.png,Gray,28
0016E5_08039.png,Gray,24
0016E5_08041.png,Color,24
0016E5_08043.png,Color,7
0016E5_08045.png,Color,24
0016E5_08047.png,Gray,14
0016E5_08049.png,Color,5
0016E5_08051.png,Gray,20
0016E5_08053.png,Color,28
0016E5_08055.png,Color,2
0016E5_08057.png,Gray,11
0016E5_08059.png,Color,27
0016E5_08061.png,Gray,9
0016E5_08063.png,Gray,9
0016E5_08065.png,Color,3
0016E5_08067.png,Color,18
0016E5_08069.png,Color,25
0016E5_08071.png,Color,3
0016E5_08073.png,Color,4
0016E5_08075.png,Color,28
0016E5_08077.png,Color,4
0016E5_08079.png,Color,4
0016E5_08081.png,Color,20
0016E5_08083.png,Color,17
0016E5_08085.png,Color,6
0016E5_08087.png,Color,19
0016E5_08089.png,Gray,29
0016E5_08091.png,Color,6
0016E5_08093.png,Color,12
0016E5_08095.png,Gray,21
0016E5_08097.png,Color,15
0016E5_08099.png,Gray,22
0016E5_08101.png,Gray,16
0016E5_08103.png,Gray,29
0016E5_08105.png,Gray,6
0016E5_08107.png,Gray,17
0016E5_08109.png,Gray,27
0016E5_08111.png,Gray,24
0016E5_08113.png,Gray,30
0016E5_08115.png,Color,9
0016E5_08117.png,Color,19
0016E5_08119.png,Gray,19
0016E5_08121.png,Color,23
0016E5_08123.png,Color,8
0016E5_08125.png,Gray,20
0016E5_08127.png,Color,24
0016E5_08129.png,Color,14
0016E5_08131.png,Color,19
0016E5_08133.png,Color,19
0016E5_08135.png,Gray,21
0016E5_08137.png,Gray,4
0016E5_08139.png,Gray,27
0016E5_08141.png,Color,21
0016E5_08143.png,Color,21
0016E5_08145.png,Color,16
0016E5_08147.png,Gray,16
0016E5_08149.png,Gray,6
0016E5_08151.png,Color,20
0016E5_08153.png,Gray,7
0016E5_08155.png,Color,16
0016E5_08157.png,Color,6
0016E5_08159.png,Gray,18
0016E5_08190.png,Color,30
0016E5_08220.png,Gray,10
0016E5_08250.png,Color,11
0016E5_08280.png,Color,5
0016E5_08310.png,Color,3
0016E5_08340.png,Gray,11
0016E5_08370.png,Color,12
0016E5_08400.png,Gray,28
0016E5_08430.png,Color,21
0016E5_08460.png,Gray,26
0016E5_08490.png,Color,25
0016E5_08520.png,Color,22
0016E5_08550.png,Color,22
0016E5_08580.png,Color,27
0016E5_08610.png,Color,10
0016E5_08640.png,Color,15
Seq05VD_f00000.png,Color,6
Seq05VD_f00030.png,Color,2
Seq05VD_f00060.png,Gray,26
Seq05VD_f00090.png,Gray,14
Seq05VD_f00120.png,Color,18
Seq05VD_f00150.png,Color,1
Seq05VD_f00180.png,Color,24
Seq05VD_f00210.png,Color,9
Seq05VD_f00240.png,Color,25
Seq05VD_f00270.png,Color,10
Seq05VD_f00300.png,Color,6
Seq05VD_f00330.png,Gray,28
Seq05VD_f00360.png,Gray,17
Seq05VD_f00390.png,Color,19
Seq05VD_f00420.png,Color,8
Seq05VD_f00450.png,Gray,26
Seq05VD_f00480.png,Gray,11
Seq05VD_f00510.png,Gray,27
Seq05VD_f00540.png,Gray,10
Seq05VD_f00570.png,Color,27
Seq05VD_f00600.png,Color,3
Seq05VD_f00630.png,Color,25
Seq05VD_f00660.png,Gray,27
Seq05VD_f00690.png,Gray,22
Seq05VD_f00720.png,Gray,24
Seq05VD_f00750.png,Color,29
Seq05VD_f00780.png,Color,2
Seq05VD_f00810.png,Gray,16
Seq05VD_f00840.png,Gray,14
Seq05VD_f00870.png,Color,5
Seq05VD_f00900.png,Color,6
Seq05VD_f00930.png,Color,4
Seq05VD_f00960.png,Gray,27
Seq05VD_f00990.png,Color,25
Seq05VD_f01020.png,Color,14
Seq05VD_f01050.png,Color,30
Seq05VD_f01080.png,Gray,5
Seq05VD_f01110.png,Color,11
Seq05VD_f01140.png,Color,3
Seq05VD_f01170.png,Gray,14
Seq05VD_f01200.png,Color,7
Seq05VD_f01230.png,Color,30
Seq05VD_f01260.png,Color,13
Seq05VD_f01290.png,Gray,1
Seq05VD_f01320.png,Gray,2
Seq05VD_f01350.png,Color,20
Seq05VD_f01380.png,Gray,19
Seq05VD_f01410.png,Color,30
Seq05VD_f01440.png,Gray,3
Seq05VD_f01470.png,Color,4
Seq05VD_f01500.png,Color,5
Seq05VD_f01530.png,Color,3
Seq05VD_f01560.png,Color,7
Seq05VD_f01590.png,Color,27
Seq05VD_f01620.png,Gray,26
Seq05VD_f01650.png,Color,6
Seq05VD_f01680.png,Color,20
Seq05VD_f01710.png,Color,4
Seq05VD_f01740.png,Color,12
Seq05VD_f01770.png,Color,13
Seq05VD_f01800.png,Gray,20
Seq05VD_f01830.png,Color,13
Seq05VD_f01860.png,Gray,29
Seq05VD_f01890.png,Color,8
Seq05VD_f01920.png,Color,13
Seq05VD_f01950.png,Gray,4
Seq05VD_f01980.png,Color,23
Seq05VD_f02010.png,Color,21
Seq05VD_f02040.png,Color,9
Seq05VD_f02070.png,Color,11
Seq05VD_f02100.png,Color,5
Seq05VD_f02130.png,Color,26
Seq05VD_f02160.png,Gray,12
Seq05VD_f02190.png,Color,20
Seq05VD_f02220.png,Color,23
Seq05VD_f02250.png,Color,10
Seq05VD_f02280.png,Color,13
Seq05VD_f02310.png,Color,6
Seq05VD_f02340.png,Color,15
Seq05VD_f02370.png,Color,13
Seq05VD_f02400.png,Color,5
Seq05VD_f02430.png,Color,7
Seq05VD_f02460.png,Color,14
Seq05VD_f02490.png,Gray,1
Seq05VD_f02520.png,Color,30
Seq05VD_f02550.png,Gray,8
Seq05VD_f02580.png,Gray,23
Seq05VD_f02610.png,Color,30
Seq05VD_f02640.png,Color,16
Seq05VD_f02670.png,Color,25
Seq05VD_f02700.png,Color,19
Seq05VD_f02730.png,Gray,30
Seq05VD_f02760.png,Color,11
Seq05VD_f02790.png,Color,12
Seq05VD_f02820.png,Color,29
Seq05VD_f02850.png,Color,27
Seq05VD_f02880.png,Color,3
Seq05VD_f02910.png,Gray,29
Seq05VD_f02940.png,Color,28
Seq05VD_f02970.png,Color,17
Seq05VD_f03000.png,Color,5
Seq05VD_f03030.png,Color,26
Seq05VD_f03060.png,Color,15
Seq05VD_f03090.png,Color,21
Seq05VD_f03120.png,Color,20
Seq05VD_f03150.png,Gray,29
Seq05VD_f03180.png,Gray,19
Seq05VD_f03210.png,Color,5
Seq05VD_f03240.png,Gray,10
Seq05VD_f03270.png,Gray,23
Seq05VD_f03300.png,Color,25
Seq05VD_f03330.png,Color,12
Seq05VD_f03360.png,Color,12
Seq05VD_f03390.png,Gray,14
Seq05VD_f03420.png,Gray,24
Seq05VD_f03450.png,Color,22
Seq05VD_f03480.png,Color,29
Seq05VD_f03510.png,Gray,4
Seq05VD_f03540.png,Gray,3
Seq05VD_f03570.png,Gray,3
Seq05VD_f03600.png,Color,27
Seq05VD_f03630.png,Color,26
Seq05VD_f03660.png,Color,16
Seq05VD_f03690.png,Color,24
Seq05VD_f03720.png,Color,9
Seq05VD_f03750.png,Color,4
Seq05VD_f03780.png,Color,22
Seq05VD_f03810.png,Gray,19
Seq05VD_f03840.png,Color,28
Seq05VD_f03870.png,Gray,22
Seq05VD_f03900.png,Gray,8
Seq05VD_f03930.png,Gray,19
Seq05VD_f03960.png,Color,13
Seq05VD_f03990.png,Gray,30
Seq05VD_f04020.png,Gray,30
Seq05VD_f04050.png,Gray,7
Seq05VD_f04080.png,Gray,16
Seq05VD_f04110.png,Gray,17
Seq05VD_f04140.png,Color,7
Seq05VD_f04170.png,Gray,26
Seq05VD_f04200.png,Color,14
Seq05VD_f04230.png,Gray,13
Seq05VD_f04260.png,Color,6
Seq05VD_f04290.png,Color,22
Seq05VD_f04320.png,Gray,25
Seq05VD_f04350.png,Color,23
Seq05VD_f04380.png,Color,25
Seq05VD_f04410.png,Gray,21
Seq05VD_f04440.png,Gray,12
Seq05VD_f04470.png,Gray,18
Seq05VD_f04500.png,Color,28
Seq05VD_f04530.png,Color,23
Seq05VD_f04560.png,Gray,15
Seq05VD_f04590.png,Color,1
Seq05VD_f04620.png,Color,20
Seq05VD_f04650.png,Gray,28
Seq05VD_f04680.png,Color,26
Seq05VD_f04710.png,Color,12
Seq05VD_f04740.png,Color,5
Seq05VD_f04770.png,Color,20
Seq05VD_f04800.png,Color,3
Seq05VD_f04830.png,Color,30
Seq05VD_f04860.png,Gray,30
Seq05VD_f04890.png,Gray,24
Seq05VD_f04920.png,Gray,18
Seq05VD_f04950.png,Color,15
Seq05VD_f04980.png,Gray,10
Seq05VD_f05010.png,Gray,26
Seq05VD_f05040.png,Gray,12
Seq05VD_f05070.png,Color,10
Seq05VD_f05100.png,Color,3
file_info,2022y5m12d,SEED=15
